brand,details,name,price,product_type,shades
Lana Grossa,"80% Virgin Wool 10% Cashmere 10% Polyamide, 1.8oz",Lana Grossa Cashmere 16 Fine,14.9900,Yarns,"
                            3 shades"
Lana Grossa,"70% Virgin Wool 25% Polyamide 5% Cashmere, 3.5oz",Lana Grossa About Berlin Cashmere Street,12.9500,Yarns,"
                            6 shades"
Juniper Moon Farm,"100% Wool, 3.5oz",Juniper Moon Farm La Pampa Organic Wool,29.9500,Yarns,"
                            16 shades"
Valley Yarns,"70% Merino Wool 30% Cashmere, 1.8oz",Valley Yarns Taconic,21.9900,Yarns,"
                            9 shades"
Lang Yarns,"85% Merino Wool 12% Nylon 3% Other, 1.8oz",Lang Yarns Kris,10.9900,Yarns,"
                            7 shades"
Lang Yarns,"65% Cashmere 35% Silk, 0.9oz",Lang Yarns Cashmere Dreams,19.9900,Yarns,"
                            12 shades"
Lang Yarns,"47% Cotton 42% Alpaca 7% Nylon 4% Wool, 1.8oz",Lang Yarns Snowflake,12.5000,Yarns,"
                            5 shades"
Valley Yarns,"100% Merino Wool, 35.3oz",Valley Yarns Superwash Bulky 10 Ball Value Pack,114.9000,Yarns,"
                            24 colorways"
Schachenmayr,"55% Cotton 45% Acrylic, 1.8oz",Schachenmayr Punto,3.8800,Yarns,"
                            18 shades"
Schachenmayr,"100% Acrylic, 1.8oz",Schachenmayr Baby Smiles Little Soft & Easy,2.2500,Yarns,"
                            8 shades"
Katia,"53% Cotton 25% Merino Wool 22% Polyester, 1.8oz",Katia Cotton Merino Tweed,10.9500,Yarns,"
                            9 shades"
Katia,"52% Wool 48% Acrylic, 5.3oz",Katia Varanasi,29.9500,Yarns,"
                            8 shades"
Lana Grossa,,Lana Grossa Ecopuno 13 Shawl 5 Ball Project Pack,74.9500,Kits,
Lana Grossa,,Lana Grossa Ecopuno 24 Scarf 5 Ball Project Pack,74.9500,Kits,"
                            5 options"
Lana Grossa,,Lana Grossa Silkhair 19 Shawl 10 Ball Project Pack,149.9000,Kits,
Sirdar,"80% Acrylic 20% Wool, 7.1oz",Sirdar Adventure,11.8500,Yarns,"
                            8 shades"
Lana Grossa,"72% Cotton 28% Polyamide, 3.5oz",Lana Grossa Aruba,12.4900,Yarns,"
                            9 shades"
Rowan,"100% Wool, 1.8oz",Rowan Norwegian Wool,11.2500,Yarns,"
                            10 shades"
Lana Grossa,"90% Alpaca 5% Wool 5% Nylon, 1.8oz",Lana Grossa Alta Moda Alpaca,11.9900,Yarns,"
                            1 shade"
Red Heart US,"100% Acrylic, 4oz",Red Heart Soft Multis,4.7900,Yarns,"
                            2 shades"
Red Heart US,"100% Acrylic, 5oz",Red Heart With Love Multis,6.2900,Yarns,"
                            2 shades"
Noro,"40% Wool 25% Silk 25% Polyamide 10% Mohair, 3.5oz",Noro Silk Garden Sock Yarn,21.9500,Yarns,"
                            6 shades"
King Cole,"100% Acrylic, 3.5oz",King Cole Big Value 4 Ply,5.2500,Yarns,"
                            5 shades"
Bergere de France,"40% Wool 30% Acrylic 30% Polyamide, 1.8oz",Bergere de France Ideal,7.9900,Yarns,"
                            2 shades"
Fyberspates,"55% Merino Wool 45% Silk, 3.5oz",Fyberspates Scrumptious 4 Ply,22.0000,Yarns,"
                            16 shades"
Fyberspates,"55% Wool 45% Silk, 3.5oz",Fyberspates Gleem Lace,26.0000,Yarns,"
                            7 shades"
Katia,"70% Viscose 30% Virgin Wool, 0oz",Katia Air Lux,13.9500,Yarns,"
                            12 shades"
Blue Sky Fibers,"50% Alpaca 50% Silk, 1.8oz",Blue Sky Fibers Metalico,18.0000,Yarns,"
                            2 shades"
Blue Sky Fibers,"50% Alpaca 50% Silk, 1.8oz",Blue Sky Fibers Alpaca Silk,17.0000,Yarns,"
                            8 shades"
Lang Yarns,1.8oz,Lang Yarns Merino 200 Bebe,12.9900,Yarns,"
                            6 shades"
Toft,"100% Wool, 3.5oz",Toft Aran,20.9900,Yarns,"
                            1 shade"
Hand Maiden,"50% Wool 50% Silk, 3.5oz",Hand Maiden Mini Maiden,33.4900,Yarns,"
                            5 shades"
Rico,"50% Acrylic 30% Wool 20% Alpaca, 1.8oz",Rico Essentials Alpaca Blend Chunky,7.2900,Yarns,"
                            6 shades"
Manos del Uruguay,3.5oz,Manos del Uruguay Maxima Semi-Solid,22.0000,Yarns,"
                            8 shades"
Manos del Uruguay,3.5oz,Manos del Uruguay Maxima Space-Dyed,22.0000,Yarns,"
                            3 shades"
Patons,"100% Cotton, 1.8oz",Patons Grace,4.9900,Yarns,"
                            6 shades"
Patons,"75% Acrylic 25% Wool, 3.5oz",Patons Shetland Chunky,7.4900,Yarns,"
                            5 shades"
BC Garn,"50% Linen 50% Cotton, 1.8oz",BC Garn Allino,9.0000,Yarns,"
                            5 shades"
ITO,"100% Silk, 1.8oz",ITO Kinu,14.9900,Yarns,"
                            8 shades"
ITO,"60% Mohair 40% Silk, 0.7oz",ITO Sensai,16.3900,Yarns,"
                            8 shades"
Schachenmayr,"70% Acrylic 30% Wool, 1.8oz",Schachenmayr Boston,5.9900,Yarns,"
                            5 shades"
Premier Yarns,"80% Acrylic 20% Bamboo, 3.5oz",Premier Yarns Bamboo Chunky,4.9900,Yarns,"
                            10 shades"
Premier Yarns,"100% Acrylic, 5.3oz",Premier Yarns EverSoft 150g,3.7500,Yarns,"
                            36 shades"
Berroco,"30% Nylon 27% Cotton 24% Acrylic 10% Silk 9% Linen, 3.5oz",Berroco Remix Chunky,12.0000,Yarns,"
                            12 shades"
Novita,"75% Wool 25% Polyamide, 3.5oz",Novita Moomin Light House,11.9900,Yarns,"
                            1 shade"
King Cole,"100% Acrylic, 3.5oz",King Cole Stripe DK,5.2500,Yarns,"
                            4 shades"
Bergere de France,1.8oz,Bergere de France Pur Coton,9.5000,Yarns,"
                            8 shades"
Berroco,"80% Cotton 20% Nylon, 1.8oz",Berroco Farro,4.5000,Yarns,"
                            2 shades"
Sirdar,"50% Wool 50% Acrylic, 1.8oz",Sirdar Country Classic 4 Ply,3.5750,Yarns,"
                            2 shades"
Rowan,"63% Cotton 37% Other, 14.1oz",Rowan Mako Cotton Baby Keepsake 8 Ball Colour Pack,105.8600,Yarns,"
                            3 colorways"
Debbie Bliss,"100% Merino Wool, 1.8oz",Debbie Bliss Rialto Chunky,9.9900,Yarns,"
                            1 shade"
James C. Brett,"90% Acrylic 10% Polyamide, 3.5oz",James C. Brett Magi-Knit DK,4.0500,Yarns,"
                            4 shades"
James C. Brett,"65% Acrylic 28% Nylon 7% Metallic, 3.5oz",James C. Brett Baby Twinkle DK,4.5000,Yarns,"
                            1 shade"
Blue Sky Fibers,"68% Alpaca 22% Silk 10% Merino Wool, 1.8oz",Blue Sky Fibers Techno,24.0000,Yarns,"
                            4 shades"
Spud and Chloe,"65% Wool 35% Cotton, 3.5oz",Spud & Chloe Outer,18.8000,Yarns,"
                            1 shade"
Lang Yarns,"54% Alpaca 24% Nylon 22% Merino Wool, 0.9oz",Lang Yarns Alpaca Superlight,8.4900,Yarns,"
                            1 shade"
Rico,"50% Acrylic 50% Cotton, 1.8oz",Rico Baby Cotton Soft Print DK,4.2500,Yarns,"
                            4 shades"
Rico,"80% Acrylic 20% Alpaca, 3.5oz",Rico Creative Twist Super Chunky,10.4900,Yarns,"
                            2 shades"
West Yorkshire Spinners,"100% Wool, 3.5oz",West Yorkshire Spinners Bluefaced Leicester Aran Country Birds Collection,16.8900,Yarns,"
                            1 shade"
Lana Grossa,"100% Merino Wool, 1.8oz",Lana Grossa Cool Wool Big,8.9900,Yarns,"
                            17 shades"
Jade Sapphire,"100% Wool, 2.1oz",Jade Sapphire Lacey Lamb,18.0000,Yarns,"
                            1 shade"
Jade Sapphire,"100% Cashmere, 1.9oz",Jade Sapphire Mongolian Cashmere 4-Ply,50.0000,Yarns,"
                            5 shades"
SweetGeorgia,"80% Merino Wool 20% Nylon, 4.1oz",SweetGeorgia Tough Love Sock,28.0000,Yarns,"
                            3 shades"
Universal Yarn,"92% Polyester 8% Acrylic, 5.3oz",Universal Yarn Bunny,16.9900,Yarns,"
                            1 shade"
Lorna's Laces,"51% Silk 49% Bamboo, 3.5oz",Lorna's Laces Pearl,45.9900,Yarns,"
                            3 shades"
DMC,"100% Cotton, 3.5oz",DMC Petra Crochet Cotton Perle No. 3,7.3900,Yarns,"
                            5 shades"
Hand Maiden,"67% Silk 23% Mohair 10% Nylon, 3.5oz",Hand Maiden Maidenhair,38.2900,Yarns,"
                            1 shade"
Hand Maiden,"50% Wool 50% Silk, 3.5oz",Hand Maiden Lady Godiva,34.3900,Yarns,"
                            2 shades"
Sirdar,"57% Acrylic 40% Nylon 3% Polyester, 1.8oz",Sirdar Ophelia,7.4900,Yarns,"
                            5 shades"
Plymouth Yarn,"85% Acrylic 15% Polyester, 3.5oz",Plymouth Yarn Joy Prism,13.0000,Yarns,"
                            1 shade"
Cascade Yarns,"48% Acrylic 47% Cotton 5% Metallic, 3.5oz",Cascade Sunseeker,8.0000,Yarns,"
                            1 shade"
Tjockt,"100% Merino Wool, 17.6oz",Tjockt Fat & Sassy Merino 500g,79.0000,Yarns,"
                            1 shade"
Universal Yarn,"49% Wool 48% Acrylic 3% Nylon, 3.5oz",Universal Yarn Superwool,12.9900,Yarns,"
                            1 shade"
Plymouth Yarn,"41% Polyester 32% Acrylic 21% Nylon 6% Mohair, 1.8oz",Plymouth Yarn Inspire,11.9900,Yarns,"
                            1 shade"
Plymouth Yarn,"47% Acrylic 47% Wool 6% Nylon, 3.5oz",Plymouth Yarn Scandalicious,12.9900,Yarns,"
                            2 shades"
Debbie Bliss,1.8oz,Debbie Bliss Baby Cashmerino Tonals,9.9900,Yarns,"
                            4 shades"
Debbie Bliss,"75% Wool 25% Polyamide, 3.5oz",Debbie Bliss Rialto Luxury Sock,13.4900,Yarns,"
                            2 shades"
Stylecraft,"100% Acrylic, 3.5oz",Stylecraft Special for Babies 4Ply,4.5000,Yarns,"
                            1 shade"
Noro,"40% Wool 25% Silk 25% Polyamide 10% Mohair, 3.5oz",Noro Silk Garden Sock Solo,19.9900,Yarns,"
                            1 shade"
Ella Rae,"70% Acrylic 30% Baby Alpaca, 3.5oz",Ella Rae Cozy Alpaca,12.9900,Yarns,"
                            1 shade"
Plymouth Yarn,"100% Acrylic, 2.8oz",Plymouth Yarn Yarnimals Monkey,9.8500,Yarns,"
                            3 shades"
Plymouth Yarn,"100% Cotton, 1.8oz",Plymouth Yarn Cleo,5.9900,Yarns,"
                            1 shade"
Cascade Yarns,"60% Acrylic 40% Wool, 7.1oz",Cascade Pacific Bulky,14.9900,Yarns,"
                            1 shade"
Juniper Moon Farm,"50% Merino Wool 50% Silk, 3.5oz",Juniper Moon Farm Findley,29.9500,Yarns,"
                            7 shades"
Juniper Moon Farm,"50% Merino Wool 50% Silk, 1.8oz",Juniper Moon Farm Findley DK,11.9900,Yarns,"
                            1 shade"
Debbie Bliss,"100% Wool, 3.5oz",Debbie Bliss Falkland Aran,19.4625,Yarns,"
                            2 shades"
Red Heart US,"90% Acrylic 10% Wool, 10oz",Red Heart Irresistible,15.4500,Yarns,"
                            2 shades"
Sirdar Snuggly,"100% Polyester, 7.1oz",Sirdar Snuggly Sweetie,13.9900,Yarns,"
                            7 shades"
Rico,0.9oz,Rico Essentials Cashmere Recycled DK,15.2900,Yarns,"
                            6 shades"
The Yarn Collective,"100% Merino Wool, 3.5oz",The Yarn Collective Portland Lace,20.9900,Yarns,"
                            10 shades"
Sugar Bush Yarns,"70% Merino Wool 20% Silk 10% Cashmere, 1.8oz",Sugar Bush Yarns Bliss,10.8715,Yarns,"
                            4 shades"
Artyarns,,Artyarns Puffy Cowl Kit,60.0000,Kits,"
                            3 options"
King Cole,"100% Cotton, 1.8oz",King Cole Giza Cotton Sorbet,4.0000,Yarns,"
                            3 shades"
Scheepjes,"50% Merino Wool 25% Microfibre 25% Acrylic, 1.8oz",Scheepjes Merino Soft,6.9900,Yarns,"
                            14 shades"
Scheepjes,"70% Mohair 30% Microfibre, 0.9oz",Scheepjes Mohair Rhythm,8.0000,Yarns,"
                            3 shades"
Scheepjes,3.5oz,Scheepjes Colour Crafter,4.4900,Yarns,"
                            38 shades"
Sirdar,"50% Acrylic 50% Nylon, 3.5oz",Sirdar No.1,6.2900,Yarns,"
                            4 shades"
Sirdar Snuggly,"100% Polyester, 3.5oz",Sirdar Snuggly Squishy,6.9900,Yarns,"
                            2 shades"
Universal Yarn,"100% Other, 1.7oz",Universal Yarn Yashi,6.0000,Yarns,"
                            2 shades"
Universal Yarn,,Universal Yarn Color Kit Hexababy Set,54.9900,Kits,"
                            1 option"
Hoooked,,Hoooked DIY Kit - Rhino Eco Barbante,9.9900,Kits,"
                            1 option"
Lang Yarns,"65% Viscose 35% Nylon, 1.8oz",Lang Yarns Velluto,12.5000,Yarns,"
                            1 shade"
Louisa Harding,"75% Wool 25% Viscose, 3.5oz",Louisa Harding Pitturissimo,19.9900,Yarns,"
                            4 shades"
Plymouth Yarn,"100% Acrylic, 2.8oz",Plymouth Yarn Yarnimals Monkey,9.8500,Yarns,"
                            3 shades"
Plymouth Yarn,"100% Cotton, 1.8oz",Plymouth Yarn Cleo,5.9900,Yarns,"
                            1 shade"
Cascade Yarns,"60% Acrylic 40% Wool, 7.1oz",Cascade Pacific Bulky,14.9900,Yarns,"
                            1 shade"
Juniper Moon Farm,"50% Merino Wool 50% Silk, 3.5oz",Juniper Moon Farm Findley,29.9500,Yarns,"
                            7 shades"
Juniper Moon Farm,"50% Merino Wool 50% Silk, 1.8oz",Juniper Moon Farm Findley DK,11.9900,Yarns,"
                            1 shade"
Debbie Bliss,"100% Wool, 3.5oz",Debbie Bliss Falkland Aran,19.4625,Yarns,"
                            2 shades"
Red Heart US,"90% Acrylic 10% Wool, 10oz",Red Heart Irresistible,15.4500,Yarns,"
                            2 shades"
Sirdar Snuggly,"100% Polyester, 7.1oz",Sirdar Snuggly Sweetie,13.9900,Yarns,"
                            7 shades"
Rico,0.9oz,Rico Essentials Cashmere Recycled DK,15.2900,Yarns,"
                            6 shades"
The Yarn Collective,"100% Merino Wool, 3.5oz",The Yarn Collective Portland Lace,20.9900,Yarns,"
                            10 shades"
Sugar Bush Yarns,"70% Merino Wool 20% Silk 10% Cashmere, 1.8oz",Sugar Bush Yarns Bliss,10.8715,Yarns,"
                            4 shades"
Artyarns,,Artyarns Puffy Cowl Kit,60.0000,Kits,"
                            3 options"
King Cole,"100% Cotton, 1.8oz",King Cole Giza Cotton Sorbet,4.0000,Yarns,"
                            3 shades"
Scheepjes,"50% Merino Wool 25% Microfibre 25% Acrylic, 1.8oz",Scheepjes Merino Soft,6.9900,Yarns,"
                            14 shades"
Scheepjes,"70% Mohair 30% Microfibre, 0.9oz",Scheepjes Mohair Rhythm,8.0000,Yarns,"
                            3 shades"
Scheepjes,3.5oz,Scheepjes Colour Crafter,4.4900,Yarns,"
                            38 shades"
Sirdar,"50% Acrylic 50% Nylon, 3.5oz",Sirdar No.1,6.2900,Yarns,"
                            4 shades"
Sirdar Snuggly,"100% Polyester, 3.5oz",Sirdar Snuggly Squishy,6.9900,Yarns,"
                            2 shades"
Universal Yarn,"100% Other, 1.7oz",Universal Yarn Yashi,6.0000,Yarns,"
                            2 shades"
Universal Yarn,,Universal Yarn Color Kit Hexababy Set,54.9900,Kits,"
                            1 option"
Hoooked,,Hoooked DIY Kit - Rhino Eco Barbante,9.9900,Kits,"
                            1 option"
Lang Yarns,"65% Viscose 35% Nylon, 1.8oz",Lang Yarns Velluto,12.5000,Yarns,"
                            1 shade"
Louisa Harding,"75% Wool 25% Viscose, 3.5oz",Louisa Harding Pitturissimo,19.9900,Yarns,"
                            4 shades"
Hoooked,,Hoooked Dream Cloud Kit in RibbonXL,28.9900,Kits,
Hoooked,,Hoooked Crochet Round Rug Kit in RibbonXL,37.9900,Kits,"
                            3 options"
Wendy,"80% Acrylic 20% Wool, 3.5oz",Wendy With Wool DK,3.3000,Yarns,"
                            1 shade"
The Yarn Collective,3.5oz,The Yarn Collective Hudson Worsted,22.9900,Yarns,"
                            11 shades"
Sublime,"55% Wool 45% Cotton, 5.3oz",Sublime Eden,29.9900,Yarns,"
                            2 shades"
Red Heart US,"47% Acrylic 47% Wool 6% Nylon, 3.5oz",Red Heart Ombra,11.3000,Yarns,"
                            4 shades"
SweetGeorgia,"50% Merino Wool 20% Nylon 15% Mohair 15% Silk, 3.5oz",SweetGeorgia Mohair Silk Sock,32.0000,Yarns,"
                            2 shades"
The Fibre Co.,"80% Merino Wool 10% Cashmere 10% Silk, 3.5oz",The Fibre Co. Arranmore Light,23.0000,Yarns,"
                            4 shades"
HiKoo,"55% Merino Wool 28% Acrylic 17% Nylon, 3.5oz",HiKoo Simpliworsted,15.9500,Yarns,"
                            1 shade"
Koigu,1.8oz,Koigu Emmi,24.9900,Yarns,"
                            2 shades"
Premier Yarns,"100% Acrylic, 3.5oz",Premier Yarns Everyday Bulky,4.9900,Yarns,"
                            5 shades"
Imperial Yarn,"50% Alpaca 50% Wool, 2oz",Imperial Yarn Denali,13.5000,Yarns,"
                            2 shades"
Ella Rae,"76% Mohair 24% Silk, 0.9oz",Ella Rae Silky Kid,12.9500,Yarns,"
                            2 shades"
Hoooked,"60% Cotton 40% Other, 8.8oz",Hoooked Ribbon XL Lurex,14.9900,Yarns,"
                            8 shades"
Red Heart US,"100% Acrylic, 5oz",Red Heart Super Saver Pooling,5.9900,Yarns,"
                            1 shade"
Elsebeth Lavold,"100% Llama, 3.5oz",Elsebeth Lavold Luscious Llama,19.9500,Yarns,"
                            1 shade"
Debbie Bliss,"95% Wool 5% Cashmere, 1.8oz",Debbie Bliss Iris,14.9900,Yarns,"
                            1 shade"
Novita,"100% Merino Wool, 1.8oz",Novita Baby Wool,5.0150,Yarns,"
                            1 shade"
Bernat,"100% Acrylic, 9.8oz",Bernat Pop! Bulky,12.9900,Yarns,"
                            12 shades"
Gedifra,"88% Alpaca 12% Polyamide, 1.8oz",Gedifra Delizia,13.9500,Yarns,"
                            4 shades"
King Cole,"100% Acrylic, 3.5oz",King Cole Sprite,5.2000,Yarns,"
                            1 shade"
Dream in Color,"85% Wool 15% Nylon, 4oz",Dream in Color BFL Sock with Nylon,26.0000,Yarns,"
                            2 shades"
Rico,"72% Mohair 28% Silk, 3.5oz",Rico Essentials Super Kid Mohair Loves Silk Colourlove,39.9900,Yarns,"
                            3 shades"
Cascade Yarns,"55% Nylon 45% Acrylic, 7.1oz",Cascade Yarns Cherub Bulky,12.4900,Yarns,"
                            8 shades"
Berroco,"45% Cotton 45% Wool 10% Nylon, 1.8oz",Berroco Vibe,8.2500,Yarns,"
                            2 shades"
Premier Yarns,"100% Acrylic, 4.9oz",Premier Yarns Sweet Roll Sprinkles,5.9900,Yarns,"
                            2 shades"
Cascade Yarns,"100% Cotton, 7.1oz",Cascade Yarns Paradigm Shift,18.9900,Yarns,"
                            1 shade"
Lana Grossa,1.8oz,Lana Grossa Mary's Tweed,12.9900,Yarns,"
                            4 shades"
Lang Yarns,"63% Alpaca 37% Nylon, 1.8oz",Lang Yarns Carina,11.4900,Yarns,"
                            9 shades"
Stylecraft,"60% Acrylic 40% Wool, 3.5oz",Stylecraft Amor Aran,6.5000,Yarns,"
                            5 shades"
Cascade Yarns,"100% Merino Wool, 3.5oz",Cascade Yarns Eco Merino DK,12.5000,Yarns,"
                            5 shades"
Lana Grossa,"65% Cotton 30% Alpaca 5% Virgin Wool, 1.8oz",Lana Grossa Sara,10.9900,Yarns,"
                            8 shades"
Lana Grossa,"35% Silk 35% Alpaca 30% Virgin Wool, 1.8oz",Lana Grossa Lace Seta Mulberry,13.4900,Yarns,"
                            18 shades"
Cascade Yarns,"25% Alpaca 38% Merino Wool 10% Acrylic 5% Viscose 22% Nylon, 3.5oz",Cascade Yarns Aereo Tweed,21.4900,Yarns,"
                            4 shades"
Rowan,"93% Wool 7% Polyamide, 1.8oz",Rowan Merino Aria,15.7500,Yarns,"
                            5 shades"
Lana Grossa,3.5oz,Lana Grossa Gioia,11.1930,Yarns,"
                            3 shades"
ONline,"60% Wool 40% Acrylic, 1.8oz",ONline Timona Color (L110),10.0000,Yarns,"
                            3 shades"
ONline,"60% Wool 40% Acrylic, 1.8oz",ONline Cora Color (L20),10.0000,Yarns,"
                            5 shades"
ONline,"51% Acrylic 42% Wool 5% Silk 2% Viscose, 1.8oz",ONline Adone (L430),10.0000,Yarns,"
                            1 shade"
Katia,3.5oz,Katia Nube,29.9500,Yarns,"
                            5 shades"
Queensland,"100% Wool, 3.5oz",Queensland Brisbane,12.9500,Yarns,"
                            9 shades"
ONline,"90% Cotton 10% Acrylic, 1.8oz",OnLine Pudica Color,8.9500,Yarns,"
                            1 shade"
Juniper Moon Farm,"60% Cashmere 26% Merino Wool 14% Nylon, 1.8oz",Juniper Moon Farm Celestina,39.9500,Yarns,"
                            7 shades"
Stylecraft,"80% Acrylic 20% Polyamide, 3.5oz",Stylecraft You and Me,5.5000,Yarns,"
                            6 shades"
Wool and the Gang,"100% Viscose, 3.5oz",Wool and the Gang Shiny Ra-Ra Raffia,17.0000,Yarns,"
                            3 shades"
Novita,"75% Wool 25% Polyamide, 3.5oz",Novita Muumihahmot,7.9000,Yarns,"
                            3 shades"
Premier Yarns,"50% Bamboo 50% Acrylic, 3.5oz",Premier Yarns Bamboo Joy,5.9900,Yarns,"
                            12 shades"
Lana Grossa,"76% Cotton 24% Polyester, 1.8oz",Lana Grossa Alessia,11.9900,Yarns,"
                            21 shades"
Lana Grossa,"54% Cotton 21% Viscose 13% Silk 12% Polyamide, 1.8oz",Lana Grossa About Berlin Vanity,12.9900,Yarns,"
                            10 shades"
Stylecraft,"50% Acrylic 50% Polyamide, 3.5oz",Stylecraft Wondersoft 2ply cashmere feel,4.8750,Yarns,"
                            1 shade"
Ella Rae,"38% Acrylic 31% Nylon 27% Mohair 4% Polyester, 3.5oz",Ella Rae Kid Sparkle,19.9900,Yarns,"
                            8 shades"
Debbie Bliss,"50% Cotton 50% Viscose, 35.3oz",Debbie Bliss Piper 10 Ball Value Pack,89.9000,Yarns,"
                            15 colorways"
Fibra Natura,"100% Merino Wool, 7.1oz",Fibra Natura Cobblestone,33.0000,Yarns,"
                            8 shades"
MillaMia,17.6oz,MillaMia Naturally Soft Aran 10 Ball Value Pack,94.9000,Yarns,"
                            29 colorways"
MillaMia,,MillaMia Naturally Soft Super Chunky Ebba Cable Cape 4 Ball Project Pack,51.9600,Kits,"
                            15 options"
MillaMia,,MillaMia Naturally Soft Super Chunky Margareta Moss Cowl 4 Ball Project Pack,51.9600,Kits,"
                            15 options"
Willow and Lark,17.6oz,Willow & Lark Ramble 10 Ball Value Pack,72.5000,Yarns,"
                            26 colorways"
Lana Grossa,"40% Virgin Wool 35% Silk 20% Alpaca 5% Viscose, 1.8oz",Lana Grossa Tre Seta,15.9900,Yarns,"
                            6 shades"
Valley Yarns,"100% Merino Wool, 17.6oz",Valley Yarns Superwash Super Bulky 5 Ball Value Pack,59.9500,Yarns,"
                            15 colorways"
Valley Yarns,"100% Merino Wool, 35.3oz",Valley Yarns Superwash Super Bulky 10 Ball Value Pack,119.9000,Yarns,"
                            15 colorways"
Sirdar Snuggly,"100% Polyester, 0.9oz",Sirdar Snuggly Snowflake Chunky,3.5000,Yarns,"
                            1 shade"
Debbie Bliss,"50% Alpaca 30% Wool 14% Acrylic 6% Viscose, 1.8oz",Debbie Bliss Paloma Tweed,9.7425,Yarns,"
                            2 shades"
Lana Grossa,"30% Mohair 40% Acrylic 20% Wool 10% Nylon, 1.8oz",Lana Grossa Bombolo,7.7900,Yarns,"
                            1 shade"
Koigu,"100% Merino Wool, 1.8oz",Koigu Kersti,14.9900,Yarns,"
                            4 shades"
Rico,"97% Cotton 3% Polyester, 1.8oz",Rico Essentials Cotton Lurex,5.0900,Yarns,"
                            1 shade"
Sirdar,"100% Nylon, 1.8oz",Sirdar Snuggly Bubbly DK,5.2500,Yarns,"
                            2 shades"
Phildar,"70% Acrylic 30% Wool, 0.9oz",Phildar Super Baby,3.9900,Yarns,"
                            1 shade"
Hayfield,3.5oz,Hayfield Baby Sparkle DK,4.7500,Yarns,"
                            4 shades"
Debbie Bliss,"58% Wool 42% Alpaca, 3.5oz",Debbie Bliss Lara,14.8500,Yarns,"
                            2 shades"
Plymouth Yarn,"85% Acrylic 15% Polyester, 3.5oz",Plymouth Yarn Joy Rainbow,6.4950,Yarns,"
                            5 shades"
Stylecraft,"100% Cotton, 1.8oz",Stylecraft Classique Cotton DK - 50g,2.8025,Yarns,"
                            5 shades"
Sublime,"94% Cotton 6% Nylon, 1.8oz",Sublime Evie,5.1645,Yarns,"
                            2 shades"
Sirdar,"70% Acrylic 30% Other, 1.8oz",Sirdar Moonstone,8.4900,Yarns,"
                            3 shades"
Sirdar,1.8oz,Sirdar Wild,5.3900,Yarns,"
                            2 shades"
Schachenmayr,"58% Viscose 34% Wool 8% Nylon, 1.1oz",Schachenmayr Pieces,6.2910,Yarns,"
                            1 shade"
Cascade Yarns,"100% Acrylic, 3.5oz",Cascade Yarns Anthem Chords,6.1900,Yarns,"
                            1 shade"
Rowan,"68% Wool 18% Camel 14% Nylon, 0.9oz",Rowan Camello,10.9500,Yarns,"
                            1 shade"
Lion Brand,"100% Polyester, 3.5oz",Lion Brand Feels Like Butta,4.9900,Yarns,"
                            7 shades"
Juniper Moon Farm,3.5oz,Juniper Moon Farm Zooey Twist,16.9500,Yarns,"
                            1 shade"
Ella Rae,"55% Merino Wool 33% Acrylic 12% Cashmere, 1.8oz",Ella Rae Cashmerino Sport,10.9500,Yarns,"
                            4 shades"
Sugar Bush Yarns,"50% Llama 50% Merino Wool, 3.5oz",Sugar Bush Yarns Dawson,14.9500,Yarns,"
                            1 shade"
Lang Yarns,"70% Cotton 30% Nylon, 1.8oz",Lang Yarns Marlene,7.7425,Yarns,"
                            2 shades"
Wool and the Gang,"53% Cotton 47% Polyester, 3.5oz",Wool and the Gang New Wave Yarn,14.0000,Yarns,"
                            1 shade"
Novita,"75% Wool 25% Polyamide, 3.5oz",Novita Isoveli,7.9000,Yarns,"
                            1 shade"
Debbie Bliss,"45% Silk 40% Cotton 15% Polyamide, 17.6oz",Debbie Bliss Sita 10 Ball Value Pack,104.2300,Yarns,"
                            16 colorways"
Debbie Bliss,"50% Alpaca 30% Wool 14% Acrylic 6% Viscose, 17.6oz",Debbie Bliss Paloma Tweed 10 Ball Value Pack,89.6000,Yarns,"
                            12 colorways"
Sirdar,"36% Acrylic 30% Wool 30% Nylon 4% Polyester, 1.8oz",Sirdar Soiree,6.5500,Yarns,"
                            5 shades"
Debbie Bliss,"45% Silk 40% Cotton 15% Polyamide, 8.8oz",Debbie Bliss Sita 5 Ball Value Pack,55.9650,Yarns,"
                            16 colorways"
Debbie Bliss,"50% Alpaca 30% Wool 14% Acrylic 6% Viscose, 8.8oz",Debbie Bliss Paloma Tweed 5 Ball Value Pack,45.4650,Yarns,"
                            12 colorways"
Berroco,3.5oz,Berroco Gingham,12.1000,Yarns,"
                            9 shades"
Juniper Moon Farm,"100% Wool, 3.5oz",Juniper Moon Farm Santa Cruz Organic Merino,14.9900,Yarns,"
                            15 shades"
Paintbox Yarns,"100% Cotton, 8.8oz",Paintbox Yarns Ellie Simmonds Doll 5 Ball Color Pack,10.5000,Yarns,"
                            1 colorway"
Plymouth Yarn,"50% Cotton 50% Merino Wool, 3.5oz",Plymouth Yarn Sea Isle Cotton,15.9900,Yarns,"
                            6 shades"
Hoooked,8.8oz,Hoooked Ribbon XL Neon,9.7435,Yarns,"
                            5 shades"
Noro,"65% Wool 35% Polyamide, 5.3oz",Noro Tabi,30.0000,Yarns,"
                            2 shades"
